Review_lower,Review_no_punct,Review_cleaned_basic,Review_length,Length_buckets,Rating,Total_thumbsup,Reply,Tokens,Tokens_no_stopwords,Tokens_joined,Rating_joined
,,,,,,,,local,local,,
,,,,,,,,files,files,,
,,,,,,,,is,,,
,,,,,,,,impossible,impossible,,
,,,,,,,,spotify,spotify,,
,,,,,,,,also,also,,
,,,,,,,,randomly,randomly,,
,,,,,,,,shuffles,shuffles,,
,,,,,,,,when,when,,
,,,,,,,,you,you,,
,,,,,,,,search,search,,
,,,,,,,,for,,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,and,,,
,,,,,,,,click,click,,
,,,,,,,,on,,,
,,,,,,,,it,,,
,,,,,,,,awesome,awesome,,
,,,,,,,,experince,experince,,
,,,,,,,,waiting,waiting,,
,,,,,,,,for,,,
,,,,,,,,more,more,,
,,,,,,,,feature,feature,,
,,,,,,,,update,update,,
,,,,,,,,cant,cant,,
,,,,,,,,play,play,,
,,,,,,,,it,,,
,,,,,,,,with,,,
,,,,,,,,netgear,netgear,,
,,,,,,,,orbit,orbit,,
,,,,,,,,a,,,
,,,,,,,,lot,lot,,
,,,,,,,,better,better,,
,,,,,,,,than,than,,
,,,,,,,,youtube,youtube,,
,,,,,,,,music,music,,
,,,,,,,,minus,minus,,
,,,,,,,,the,,,
,,,,,,,,being,being,,
,,,,,,,,able,able,,
,,,,,,,,to,,,
,,,,,,,,upload,upload,,
,,,,,,,,music,music,,
,,,,,,,,without,without,,
,,,,,,,,it,,,
,,,,,,,,having,having,,
,,,,,,,,to,,,
,,,,,,,,be,be,,
,,,,,,,,a,,,
,,,,,,,,playlist,playlist,,
,,,,,,,,nice,nice,,
,,,,,,,,to,,,
,,,,,,,,have,have,,
,,,,,,,,a,,,
,,,,,,,,mostly,mostly,,
,,,,,,,,easy,easy,,
,,,,,,,,app,app,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,save,save,,
,,,,,,,,your,your,,
,,,,,,,,music,music,,
,,,,,,,,cant,cant,,
,,,,,,,,beat,beat,,
,,,,,,,,the,,,
,,,,,,,,price,price,,
,,,,,,,,either,either,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,like,like,,
,,,,,,,,the,,,
,,,,,,,,fact,fact,,
,,,,,,,,that,,,
,,,,,,,,they,they,,
,,,,,,,,add,add,,
,,,,,,,,songs,songs,,
,,,,,,,,on,,,
,,,,,,,,my,my,,
,,,,,,,,playlist,playlist,,
,,,,,,,,when,when,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,works,works,,
,,,,,,,,right,right,,
,,,,,,,,its,its,,
,,,,,,,,great,great,,
,,,,,,,,when,when,,
,,,,,,,,it,,,
,,,,,,,,doesnt,doesnt,,
,,,,,,,,there,there,,
,,,,,,,,is,,,
,,,,,,,,virtually,virtually,,
,,,,,,,,zero,zero,,
,,,,,,,,customer,customer,,
,,,,,,,,service,service,,
,,,,,,,,from,from,,
,,,,,,,,the,,,
,,,,,,,,company,company,,
,,,,,,,,love,love,,
,,,,,,,,spotify,spotify,,
,,,,,,,,but,but,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,to,,,
,,,,,,,,delete,delete,,
,,,,,,,,and,,,
,,,,,,,,reinstall,reinstall,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,almost,almost,,
,,,,,,,,daily,daily,,
,,,,,,,,because,because,,
,,,,,,,,it,,,
,,,,,,,,glitches,glitches,,
,,,,,,,,so,so,,
,,,,,,,,frequently,frequently,,
,,,,,,,,to,,,
,,,,,,,,the,,,
,,,,,,,,point,point,,
,,,,,,,,where,where,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,normally,normally,,
,,,,,,,,id,id,,
,,,,,,,,give,give,,
,,,,,,,,5,#VALUE!,,
,,,,,,,,stars,stars,,
,,,,,,,,but,but,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,like,like,,
,,,,,,,,songs,songs,,
,,,,,,,,anymore,anymore,,
,,,,,,,,the,,,
,,,,,,,,notification,notification,,
,,,,,,,,for,,,
,,,,,,,,songs,songs,,
,,,,,,,,dosnt,dosnt,,
,,,,,,,,pop,pop,,
,,,,,,,,up,up,,
,,,,,,,,so,so,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,play,play,,
,,,,,,,,them,them,,
,,,,,,,,outside,outside,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,anymore,anymore,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,skip,skip,,
,,,,,,,,through,through,,
,,,,,,,,songs,songs,,
,,,,,,,,to,,,
,,,,,,,,a,,,
,,,,,,,,part,part,,
,,,,,,,,i,i,,
,,,,,,,,like,like,,
,,,,,,,,it,,,
,,,,,,,,pretends,pretends,,
,,,,,,,,as,as,,
,,,,,,,,if,if,,
,,,,,,,,there,there,,
,,,,,,,,isnt,isnt,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,playing,playing,,
,,,,,,,,the,,,
,,,,,,,,overall,overall,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,goodbut,goodbut,,
,,,,,,,,one,one,,
,,,,,,,,function,function,,
,,,,,,,,that,,,
,,,,,,,,they,they,,
,,,,,,,,can,can,,
,,,,,,,,add,add,,
,,,,,,,,and,,,
,,,,,,,,will,will,,
,,,,,,,,really,really,,
,,,,,,,,help,help,,
,,,,,,,,will,will,,
,,,,,,,,be,be,,
,,,,,,,,that,,,
,,,,,,,,adding,adding,,
,,,,,,,,songs,songs,,
,,,,,,,,to,,,
,,,,,,,,queue,queue,,
,,,,,,,,just,just,,
,,,,,,,,by,by,,
,,,,,,,,searching,searching,,
,,,,,,,,them,them,,
,,,,,,,,by,by,,
,,,,,,,,searching,searching,,
,,,,,,,,it,,,
,,,,,,,,it,,,
,,,,,,,,just,just,,
,,,,,,,,starts,starts,,
,,,,,,,,playing,playing,,
,,,,,,,,and,,,
,,,,,,,,ruins,ruins,,
,,,,,,,,the,,,
,,,,,,,,whole,whole,,
,,,,,,,,queue,queue,,
,,,,,,,,we,we,,
,,,,,,,,set,set,,
,,,,,,,,so,so,,
,,,,,,,,please,please,,
,,,,,,,,add,add,,
,,,,,,,,this,this,,
,,,,,,,,feature,feature,,
,,,,,,,,too,too,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,user,user,,
,,,,,,,,friendly,friendly,,
,,,,,,,,selection,selection,,
,,,,,,,,of,,,
,,,,,,,,song,song,,
,,,,,,,,just,just,,
,,,,,,,,typing,typing,,
,,,,,,,,the,,,
,,,,,,,,artist,artist,,
,,,,,,,,name,name,,
,,,,,,,,and,,,
,,,,,,,,it,,,
,,,,,,,,immediately,immediately,,
,,,,,,,,appear,appear,,
,,,,,,,,the,,,
,,,,,,,,song,song,,
,,,,,,,,at,,,
,,,,,,,,your,your,,
,,,,,,,,own,own,,
,,,,,,,,choice,choice,,
,,,,,,,,spotify,spotify,,
,,,,,,,,on,,,
,,,,,,,,pc,pc,,
,,,,,,,,is,,,
,,,,,,,,better,better,,
,,,,,,,,since,since,,
,,,,,,,,there,there,,
,,,,,,,,arent,arent,,
,,,,,,,,as,as,,
,,,,,,,,many,many,,
,,,,,,,,limits,limits,,
,,,,,,,,on,,,
,,,,,,,,mobile,mobile,,
,,,,,,,,as,as,,
,,,,,,,,on,,,
,,,,,,,,pc,pc,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,used,used,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,for,,,
,,,,,,,,about,about,,
,,,,,,,,ten,ten,,
,,,,,,,,years,years,,
,,,,,,,,on,,,
,,,,,,,,and,,,
,,,,,,,,off,off,,
,,,,,,,,premium,premium,,
,,,,,,,,my,my,,
,,,,,,,,only,only,,
,,,,,,,,issue,issue,,
,,,,,,,,is,,,
,,,,,,,,the,,,
,,,,,,,,small,small,,
,,,,,,,,amount,amount,,
,,,,,,,,of,,,
,,,,,,,,revenue,revenue,,
,,,,,,,,paid,paid,,
,,,,,,,,to,,,
,,,,,,,,artists,artists,,
,,,,,,,,i,i,,
,,,,,,,,know,know,,
,,,,,,,,some,some,,
,,,,,,,,make,make,,
,,,,,,,,money,money,,
,,,,,,,,and,,,
,,,,,,,,lots,lots,,
,,,,,,,,of,,,
,,,,,,,,folks,folks,,
,,,,,,,,use,use,,
,,,,,,,,only,only,,
,,,,,,,,the,,,
,,,,,,,,free,free,,
,,,,,,,,version,version,,
,,,,,,,,but,but,,
,,,,,,,,there,there,,
,,,,,,,,are,are,,
,,,,,,,,also,also,,
,,,,,,,,enough,enough,,
,,,,,,,,ads,ads,,
,,,,,,,,thanks,thanks,,
,,,,,,,,all,all,,
,,,,,,,,the,,,
,,,,,,,,music,music,,
,,,,,,,,i,i,,
,,,,,,,,enjoy,enjoy,,
,,,,,,,,is,,,
,,,,,,,,on,,,
,,,,,,,,one,one,,
,,,,,,,,app,app,,
,,,,,,,,very,very,,
,,,,,,,,easy,easy,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,to,,,
,,,,,,,,set,set,,
,,,,,,,,up,up,,
,,,,,,,,a,,,
,,,,,,,,play,play,,
,,,,,,,,list,list,,
,,,,,,,,its,its,,
,,,,,,,,pretty,pretty,,
,,,,,,,,straightforward,straightforward,,
,,,,,,,,better,better,,
,,,,,,,,than,than,,
,,,,,,,,pandora,pandora,,
,,,,,,,,in,,,
,,,,,,,,my,my,,
,,,,,,,,opinion,opinion,,
,,,,,,,,you,you,,
,,,,,,,,just,just,,
,,,,,,,,add,add,,
,,,,,,,,music,music,,
,,,,,,,,to,,,
,,,,,,,,a,,,
,,,,,,,,playlist,playlist,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,it,,,
,,,,,,,,occasionally,occasionally,,
,,,,,,,,get,get,,
,,,,,,,,an,an,,
,,,,,,,,ad,ad,,
,,,,,,,,and,,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,more,more,,
,,,,,,,,music,music,,
,,,,,,,,lol,lol,,
,,,,,,,,awesome,awesome,,
,,,,,,,,better,better,,
,,,,,,,,than,than,,
,,,,,,,,amazon,amazon,,
,,,,,,,,music,music,,
,,,,,,,,ive,ive,,
,,,,,,,,had,had,,
,,,,,,,,them,them,,
,,,,,,,,all,all,,
,,,,,,,,this,this,,
,,,,,,,,is,,,
,,,,,,,,easily,easily,,
,,,,,,,,my,my,,
,,,,,,,,favorite,favorite,,
,,,,,,,,no,no,,
,,,,,,,,idea,idea,,
,,,,,,,,why,why,,
,,,,,,,,trying,trying,,
,,,,,,,,to,,,
,,,,,,,,search,search,,
,,,,,,,,for,,,
,,,,,,,,songs,songs,,
,,,,,,,,in,,,
,,,,,,,,your,your,,
,,,,,,,,liked,liked,,
,,,,,,,,songs,songs,,
,,,,,,,,is,,,
,,,,,,,,so,so,,
,,,,,,,,difficult,difficult,,
,,,,,,,,i,i,,
,,,,,,,,shouldnt,shouldnt,,
,,,,,,,,have,have,,
,,,,,,,,to,,,
,,,,,,,,scroll,scroll,,
,,,,,,,,up,up,,
,,,,,,,,to,,,
,,,,,,,,search,search,,
,,,,,,,,also,also,,
,,,,,,,,why,why,,
,,,,,,,,tf,tf,,
,,,,,,,,cant,cant,,
,,,,,,,,i,i,,
,,,,,,,,rearrange,rearrange,,
,,,,,,,,my,my,,
,,,,,,,,songs,songs,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,liked,liked,,
,,,,,,,,songs,songs,,
,,,,,,,,section,section,,
,,,,,,,,seems,seems,,
,,,,,,,,foolish,foolish,,
,,,,,,,,to,,,
,,,,,,,,not,not,,
,,,,,,,,include,include,,
,,,,,,,,that,,,
,,,,,,,,at,,,
,,,,,,,,an,an,,
,,,,,,,,option,option,,
,,,,,,,,i,i,,
,,,,,,,,really,really,,
,,,,,,,,like,like,,
,,,,,,,,using,using,,
,,,,,,,,spotify,spotify,,
,,,,,,,,this,this,,
,,,,,,,,aap,aap,,
,,,,,,,,is,,,
,,,,,,,,so,so,,
,,,,,,,,cool,cool,,
,,,,,,,,i,i,,
,,,,,,,,find,find,,
,,,,,,,,any,any,,
,,,,,,,,song,song,,
,,,,,,,,on,,,
,,,,,,,,this,this,,
,,,,,,,,spotify,spotify,,
,,,,,,,,is,,,
,,,,,,,,my,my,,
,,,,,,,,only,only,,
,,,,,,,,partner,partner,,
,,,,,,,,in,,,
,,,,,,,,my,my,,
,,,,,,,,emptiness,emptiness,,
,,,,,,,,it,,,
,,,,,,,,recommend,recommend,,
,,,,,,,,all,all,,
,,,,,,,,good,good,,
,,,,,,,,songs,songs,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,i,i,,
,,,,,,,,uninstalle,uninstalle,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,just,just,,
,,,,,,,,because,because,,
,,,,,,,,of,,,
,,,,,,,,so,so,,
,,,,,,,,many,many,,
,,,,,,,,advertisiment,advertisiment,,
,,,,,,,,data,data,,
,,,,,,,,consumption,consumption,,
,,,,,,,,has,has,,
,,,,,,,,increased,increased,,
,,,,,,,,and,,,
,,,,,,,,ad,ad,,
,,,,,,,,every,every,,
,,,,,,,,minute,minute,,
,,,,,,,,which,which,,
,,,,,,,,is,,,
,,,,,,,,not,not,,
,,,,,,,,good,good,,
,,,,,,,,absolutely,absolutely,,
,,,,,,,,love,love,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,its,its,,
,,,,,,,,a,,,
,,,,,,,,must,must,,
,,,,,,,,have,have,,
,,,,,,,,when,when,,
,,,,,,,,it,,,
,,,,,,,,comes,comes,,
,,,,,,,,to,,,
,,,,,,,,music,music,,
,,,,,,,,its,its,,
,,,,,,,,lovely,lovely,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,listing,listing,,
,,,,,,,,songs,songs,,
,,,,,,,,and,,,
,,,,,,,,its,its,,
,,,,,,,,highy,highy,,
,,,,,,,,coality,coality,,
,,,,,,,,spotify,spotify,,
,,,,,,,,is,,,
,,,,,,,,a,,,
,,,,,,,,great,great,,
,,,,,,,,app,app,,
,,,,,,,,the,,,
,,,,,,,,music,music,,
,,,,,,,,selections,selections,,
,,,,,,,,are,are,,
,,,,,,,,great,great,,
,,,,,,,,the,,,
,,,,,,,,podcast,podcast,,
,,,,,,,,are,are,,
,,,,,,,,great,great,,
,,,,,,,,and,,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,wait,wait,,
,,,,,,,,for,,,
,,,,,,,,more,more,,
,,,,,,,,good,good,,
,,,,,,,,app,app,,
,,,,,,,,and,,,
,,,,,,,,collection,collection,,
,,,,,,,,of,,,
,,,,,,,,songs,songs,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,it,,,
,,,,,,,,although,although,,
,,,,,,,,i,i,,
,,,,,,,,really,really,,
,,,,,,,,wish,wish,,
,,,,,,,,spotify,spotify,,
,,,,,,,,would,would,,
,,,,,,,,add,add,,
,,,,,,,,a,,,
,,,,,,,,feature,feature,,
,,,,,,,,that,,,
,,,,,,,,when,when,,
,,,,,,,,you,you,,
,,,,,,,,are,are,,
,,,,,,,,in,,,
,,,,,,,,a,,,
,,,,,,,,song,song,,
,,,,,,,,in,,,
,,,,,,,,a,,,
,,,,,,,,middle,middle,,
,,,,,,,,of,,,
,,,,,,,,a,,,
,,,,,,,,track,track,,
,,,,,,,,and,,,
,,,,,,,,you,you,,
,,,,,,,,go,go,,
,,,,,,,,look,look,,
,,,,,,,,at,,,
,,,,,,,,the,,,
,,,,,,,,queue,queue,,
,,,,,,,,the,,,
,,,,,,,,rest,rest,,
,,,,,,,,of,,,
,,,,,,,,the,,,
,,,,,,,,song,song,,
,,,,,,,,prior,prior,,
,,,,,,,,to,,,
,,,,,,,,that,,,
,,,,,,,,song,song,,
,,,,,,,,youre,youre,,
,,,,,,,,listening,listening,,
,,,,,,,,to,,,
,,,,,,,,currently,currently,,
,,,,,,,,would,would,,
,,,,,,,,also,also,,
,,,,,,,,appear,appear,,
,,,,,,,,in,,,
,,,,,,,,the,,,
,,,,,,,,queue,queue,,
,,,,,,,,so,so,,
,,,,,,,,you,you,,
,,,,,,,,could,could,,
,,,,,,,,again,again,,
,,,,,,,,listen,listen,,
,,,,,,,,to,,,
,,,,,,,,those,those,,
,,,,,,,,previous,previous,,
,,,,,,,,songs,songs,,
,,,,,,,,works,works,,
,,,,,,,,well,well,,
,,,,,,,,enough,enough,,
,,,,,,,,on,,,
,,,,,,,,wifi,wifi,,
,,,,,,,,but,but,,
,,,,,,,,when,when,,
,,,,,,,,using,using,,
,,,,,,,,mobile,mobile,,
,,,,,,,,data,data,,
,,,,,,,,it,,,
,,,,,,,,consistently,consistently,,
,,,,,,,,freezes,freezes,,
,,,,,,,,or,or,,
,,,,,,,,registers,registers,,
,,,,,,,,as,as,,
,,,,,,,,offline,offline,,
,,,,,,,,while,while,,
,,,,,,,,other,other,,
,,,,,,,,apps,apps,,
,,,,,,,,can,can,,
,,,,,,,,get,get,,
,,,,,,,,a,,,
,,,,,,,,signal,signal,,
,,,,,,,,without,without,,
,,,,,,,,issue,issue,,
,,,,,,,,a,,,
,,,,,,,,really,really,,
,,,,,,,,good,good,,
,,,,,,,,music,music,,
,,,,,,,,house,house,,
,,,,,,,,easy,easy,,
,,,,,,,,to,,,
,,,,,,,,use,use,,
,,,,,,,,no,no,,
,,,,,,,,disruptions,disruptions,,
,,,,,,,,and,,,
,,,,,,,,fast,fast,,
,,,,,,,,why,why,,
,,,,,,,,would,would,,
,,,,,,,,anyone,anyone,,
,,,,,,,,use,use,,
,,,,,,,,this,this,,
,,,,,,,,annoying,annoying,,
,,,,,,,,app,app,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,can,can,,
,,,,,,,,use,use,,
,,,,,,,,deezer,deezer,,
,,,,,,,,which,which,,
,,,,,,,,is,,,
,,,,,,,,rock,rock,,
,,,,,,,,solid,solid,,
,,,,,,,,and,,,
,,,,,,,,oddly,oddly,,
,,,,,,,,google,google,,
,,,,,,,,doesnt,doesnt,,
,,,,,,,,even,even,,
,,,,,,,,list,list,,
,,,,,,,,deezer,deezer,,
,,,,,,,,as,as,,
,,,,,,,,a,,,
,,,,,,,,similar,similar,,
,,,,,,,,app,app,,
,,,,,,,,to,,,
,,,,,,,,consider,consider,,
,,,,,,,,in,,,
,,,,,,,,play,play,,
,,,,,,,,store,store,,
,,,,,,,,try,try,,
,,,,,,,,that,,,
,,,,,,,,and,,,
,,,,,,,,decide,decide,,
,,,,,,,,for,,,
,,,,,,,,yourself,yourself,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,is,,,
,,,,,,,,a,,,
,,,,,,,,joke,joke,,
,,,,,,,,always,always,,
,,,,,,,,skipping,skipping,,
,,,,,,,,cutting,cutting,,
,,,,,,,,in,,,
,,,,,,,,and,,,
,,,,,,,,out,out,,
,,,,,,,,during,during,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,do,do,,
,,,,,,,,not,not,,
,,,,,,,,purchase,purchase,,
,,,,,,,,been,been,,
,,,,,,,,extremely,extremely,,
,,,,,,,,unreliable,unreliable,,
,,,,,,,,and,,,
,,,,,,,,frustrating,frustrating,,
,,,,,,,,all,all,,
,,,,,,,,2022,#VALUE!,,
,,,,,,,,i,i,,
,,,,,,,,love,love,,
,,,,,,,,how,how,,
,,,,,,,,spotify,spotify,,
,,,,,,,,has,has,,
,,,,,,,,recently,recently,,
,,,,,,,,made,made,,
,,,,,,,,our,our,,
,,,,,,,,own,own,,
,,,,,,,,playlists,playlists,,
,,,,,,,,based,based,,
,,,,,,,,on,,,
,,,,,,,,genre,genre,,
,,,,,,,,ive,ive,,
,,,,,,,,been,been,,
,,,,,,,,meaning,meaning,,
,,,,,,,,to,,,
,,,,,,,,do,do,,
,,,,,,,,this,this,,
,,,,,,,,for,,,
,,,,,,,,some,some,,
,,,,,,,,time,time,,
,,,,,,,,now,now,,
,,,,,,,,but,but,,
,,,,,,,,because,because,,
,,,,,,,,i,i,,
,,,,,,,,have,have,,
,,,,,,,,3100,#VALUE!,,
,,,,,,,,songs,songs,,
,,,,,,,,it,,,
,,,,,,,,would,would,,
,,,,,,,,be,be,,
,,,,,,,,very,very,,
,,,,,,,,time,time,,
,,,,,,,,consuming,consuming,,
,,,,,,,,but,but,,
,,,,,,,,for,,,
,,,,,,,,some,some,,
,,,,,,,,reason,reason,,
,,,,,,,,not,not,,
,,,,,,,,all,all,,
,,,,,,,,the,,,
,,,,,,,,playlists,playlists,,
,,,,,,,,are,are,,
,,,,,,,,able,able,,
,,,,,,,,to,,,
,,,,,,,,connect,connect,,
,,,,,,,,to,,,
,,,,,,,,my,my,,
,,,,,,,,google,google,,
,,,,,,,,mini,mini,,
,,,,,,,,speaker,speaker,,
,,,,,,,,i,i,,
,,,,,,,,hope,hope,,
,,,,,,,,this,this,,
,,,,,,,,gets,gets,,
,,,,,,,,fixed,fixed,,
,,,,,,,,soon,soon,,
,,,,,,,,fantastic,fantastic,,
,,,,,,,,app,app,,
,,,,,,,,for,,,
,,,,,,,,listening,listening,,
,,,,,,,,to,,,
,,,,,,,,music,music,,
,,,,,,,,and,,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,my,my,,
,,,,,,,,only,only,,
,,,,,,,,complaint,complaint,,
,,,,,,,,is,,,
,,,,,,,,that,,,
,,,,,,,,my,my,,
,,,,,,,,downloaded,downloaded,,
,,,,,,,,podcasts,podcasts,,
,,,,,,,,dont,dont,,
,,,,,,,,show,show,,
,,,,,,,,up,up,,
,,,,,,,,offline,offline,,
,,,,,,,,it,,,
,,,,,,,,may,may,,
,,,,,,,,be,be,,
,,,,,,,,because,because,,
,,,,,,,,i,i,,
,,,,,,,,dont,dont,,
,,,,,,,,have,have,,
,,,,,,,,premium,premium,,
,,,,,,,,but,but,,
,,,,,,,,the,,,
,,,,,,,,company,company,,
,,,,,,,,says,says,,
,,,,,,,,i,i,,
,,,,,,,,should,should,,
,,,,,,,,be,be,,
,,,,,,,,able,able,,
,,,,,,,,to,,,
,,,,,,,,download,download,,
,,,,,,,,and,,,
,,,,,,,,play,play,,
,,,,,,,,them,them,,
,,,,,,,,offline,offline,,
,,,,,,,,for,,,
,,,,,,,,free,free,,
,,,,,,,,not,not,,
,,,,,,,,that,,,
,,,,,,,,im,im,,
,,,,,,,,ever,ever,,
,,,,,,,,offline,offline,,
,,,,,,,,people,people,,
,,,,,,,,who,who,,
,,,,,,,,rate,rate,,
,,,,,,,,this,this,,
,,,,,,,,app,app,,
,,,,,,,,one,one,,
,,,,,,,,star,star,,
,,,,,,,,for,,,
,,,,,,,,the,,,
,,,,,,,,amount,amount,,
,,,,,,,,of,,,
,,,,,,,,ads,ads,,
,,,,,,,,are,are,,
,,,,,,,,ridiculous,ridiculous,,
,,,,,,,,yes,yes,,
,,,,,,,,sometimes,sometimes,,
,,,,,,,,there,there,,
,,,,,,,,is,,,
,,,,,,,,a,,,
,,,,,,,,31,#VALUE!,,
,,,,,,,,adsong,adsong,,
,,,,,,,,ratio,ratio,,
,,,,,,,,but,but,,
,,,,,,,,ads,ads,,
,,,,,,,,are,are,,
,,,,,,,,hardly,hardly,,
,,,,,,,,ever,ever,,
,,,,,,,,longer,longer,,
,,,,,,,,than,than,,
,,,,,,,,30,#VALUE!,,
,,,,,,,,seconds,seconds,,
,,,,,,,,your,your,,
,,,,,,,,songs,songs,,
,,,,,,,,are,are,,
,,,,,,,,much,much,,
,,,,,,,,longer,longer,,
,,,,,,,,than,than,,
,,,,,,,,the,,,
,,,,,,,,ads,ads,,
,,,,,,,,you,you,,
,,,,,,,,get,get,,
,,,,,,,,spotify,spotify,,
,,,,,,,,can,can,,
,,,,,,,,be,be,,
,,,,,,,,really,really,,
,,,,,,,,useful,useful,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,one,one,,
,,,,,,,,a,,,
,,,,,,,,computer,computer,,
,,,,,,,,on,,,
,,,,,,,,web,web,,
,,,,,,,,player,player,,
,,,,,,,,as,as,,
,,,,,,,,well,well,,
,,,,,,,,as,as,,
,,,,,,,,on,,,
,,,,,,,,the,,,
,,,,,,,,ps4,ps4,,
,,,,,,,,when,when,,
,,,,,,,,i,i,,
,,,,,,,,am,am,,
,,,,,,,,playing,playing,,
,,,,,,,,but,but,,
,,,,,,,,when,when,,
,,,,,,,,you,you,,
,,,,,,,,use,use,,
,,,,,,,,it,,,
,,,,,,,,on,,,
,,,,,,,,your,your,,
,,,,,,,,phone,phone,,
,,,,,,,,if,if,,
,,,,,,,,you,you,,
,,,,,,,,dont,dont,,
,,,,,,,,have,have,,
,,,,,,,,premium,premium,,
,,,,,,,,you,you,,
,,,,,,,,are,are,,
,,,,,,,,a,,,
,,,,,,,,goner,goner,,
,,,,,,,,could,could,,
,,,,,,,,be,be,,
,,,,,,,,better,better,,
,,,,,,,,the,,,
,,,,,,,,new,new,,
,,,,,,,,update,update,,
,,,,,,,,is,,,
,,,,,,,,really,really,,
,,,,,,,,messing,messing,,
,,,,,,,,up,up,,
,,,,,,,,my,my,,
,,,,,,,,music,music,,
,,,,,,,,experience,experience,,
,,,,,,,,the,,,
,,,,,,,,app,app,,
,,,,,,,,crashes,crashes,,
,,,,,,,,after,after,,
,,,,,,,,every,every,,
,,,,,,,,other,other,,
,,,,,,,,song,song,,
,,,,,,,,i,i,,
,,,,,,,,cant,cant,,
,,,,,,,,listen,listen,,
,,,,,,,,toskip,toskip,,
,,,,,,,,songs,songs,,
,,,,,,,,if,if,,
,,,,,,,,my,my,,
,,,,,,,,device,device,,
,,,,,,,,is,,,
,,,,,,,,locked,locked,,
,,,,,,,,like,like,,
,,,,,,,,im,im,,
,,,,,,,,paying,paying,,
,,,,,,,,for,,,
,,,,,,,,this,this,,
,,,,,,,,improvements,improvements,,
,,,,,,,,could,could,,
,,,,,,,,be,be,,
,,,,,,,,made,made,,
,,,,,,,,like,like,,
,,,,,,,,daily,daily,,
,,,,,,,,drive,drive,,
,,,,,,,,but,but,,
,,,,,,,,one,one,,
,,,,,,,,with,,,
,,,,,,,,more,more,,
,,,,,,,,than,than,,
,,,,,,,,just,just,,
,,,,,,,,news,news,,
,,,,,,,,idk,idk,,
,,,,,,,,it,,,
,,,,,,,,could,could,,
,,,,,,,,use,use,,
,,,,,,,,some,some,,
,,,,,,,,work,work,,
,,,,,,,,with,,,
,,,,,,,,the,,,
,,,,,,,,recommendations,recommendations,,
,,,,,,,,but,but,,
,,,,,,,,overall,overall,,
,,,,,,,,its,its,,
,,,,,,,,a,,,
,,,,,,,,cool,cool,,
,,,,,,,,app,app,,
,,,,,,,,good,good,,
,,,,,,,,selection,selection,,
,,,,,,,,and,,,
,,,,,,,,making,making,,
,,,,,,,,my,my,,
,,,,,,,,own,own,,
,,,,,,,,playlists,playlists,,
,,,,,,,,is,,,
,,,,,,,,perfect,perfect,,
,,,,,,,,thanks,thanks,,
,,,,,,,,for,,,
,,,,,,,,the,,,
,,,,,,,,free,free,,
,,,,,,,,music,music,,
,,,,,,,,and,,,
,,,,,,,,great,great,,
,,,,,,,,stories,stories,,
,,,,,,,,lots,lots,,
,,,,,,,,of,,,
,,,,,,,,bugs,bugs,,
